judge_model,experiment_type,app,variant,detector_model,method,n_omissions,tp_strict,fp_tracked_strict,excluded_strict,unknown_strict,precision_tracked_strict,exclusion_rate_strict,tp_broad,fp_tracked_broad,excluded_broad,unknown_broad,precision_tracked_broad,exclusion_rate_broad
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,twoshot,4,2,0,2,0,1.0,0.5,4,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,zeroshot,5,3,0,2,0,1.0,0.4,5,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-tracker,5,3,0,2,0,1.0,0.4,3,0,2,0,1.0,0.4
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-warehouse,4,1,0,3,0,1.0,0.75,2,0,2,0,1.0,0.5
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,twoshot,3,1,0,2,0,1.0,0.6666666666666666,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,zeroshot,5,3,0,2,0,1.0,0.4,3,0,2,0,1.0,0.4
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-tracker,6,3,0,3,0,1.0,0.5,5,0,1,0,1.0,0.16666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-warehouse,8,3,0,5,0,1.0,0.625,8,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,twoshot,6,3,0,3,0,1.0,0.5,5,0,1,0,1.0,0.16666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,zeroshot,7,4,0,3,0,1.0,0.42857142857142855,7,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,5,1,0,4,0,1.0,0.8,3,0,2,0,1.0,0.4
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,5,1,0,4,0,1.0,0.8,3,0,2,0,1.0,0.4
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,twoshot,4,1,0,3,0,1.0,0.75,3,0,1,0,1.0,0.25
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,zeroshot,5,2,0,3,0,1.0,0.6,3,0,2,0,1.0,0.4
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-tracker,2,2,0,0,0,1.0,0.0,2,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,2,2,0,0,0,1.0,0.0,2,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,twoshot,2,2,0,0,0,1.0,0.0,2,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,zeroshot,3,3,0,0,0,1.0,0.0,3,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-tracker,9,2,0,7,0,1.0,0.7777777777777778,2,0,7,0,1.0,0.7777777777777778
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-warehouse,3,2,0,1,0,1.0,0.3333333333333333,2,1,0,0,0.6666666666666666,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,twoshot,5,2,0,3,0,1.0,0.6,2,0,3,0,1.0,0.6
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,zeroshot,5,2,0,3,0,1.0,0.6,2,1,2,0,0.6666666666666666,0.4
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-tracker,5,3,0,2,0,1.0,0.4,3,1,1,0,0.75,0.2
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-warehouse,5,3,0,2,0,1.0,0.4,4,1,0,0,0.8,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,twoshot,3,2,0,1,0,1.0,0.3333333333333333,2,1,0,0,0.6666666666666666,0.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,zeroshot,3,2,0,1,0,1.0,0.3333333333333333,2,1,0,0,0.6666666666666666,0.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,3,1,0,2,0,1.0,0.6666666666666666,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,5,2,0,3,0,1.0,0.6,3,2,0,0,0.6,0.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,twoshot,4,1,0,3,0,1.0,0.75,2,1,1,0,0.6666666666666666,0.25
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,zeroshot,4,2,0,2,0,1.0,0.5,2,2,0,0,0.5,0.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,5,3,0,2,0,1.0,0.4,4,0,1,0,1.0,0.2
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,6,4,0,2,0,1.0,0.3333333333333333,4,0,2,0,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,twoshot,6,2,0,4,0,1.0,0.6666666666666666,3,0,3,0,1.0,0.5
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,zeroshot,6,2,0,4,0,1.0,0.6666666666666666,3,1,2,0,0.75,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,7,1,0,6,0,1.0,0.8571428571428571,2,1,4,0,0.6666666666666666,0.5714285714285714
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,6,0,0,6,0,,1.0,3,1,2,0,0.75,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,twoshot,8,2,0,6,0,1.0,0.75,3,2,3,0,0.6,0.375
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,zeroshot,6,3,0,3,0,1.0,0.5,4,1,1,0,0.8,0.16666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-tracker,5,2,0,3,0,1.0,0.6,5,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-warehouse,5,2,0,3,0,1.0,0.6,4,0,1,0,1.0,0.2
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,twoshot,6,2,0,4,0,1.0,0.6666666666666666,6,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,zeroshot,6,3,0,3,0,1.0,0.5,4,1,1,0,0.8,0.16666666666666666
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-tracker,4,1,0,3,0,1.0,0.75,1,0,3,0,1.0,0.75
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-warehouse,3,1,0,2,0,1.0,0.6666666666666666,1,0,2,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,twoshot,3,1,0,2,0,1.0,0.6666666666666666,1,0,2,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,zeroshot,4,0,0,4,0,,1.0,1,0,3,0,1.0,0.75
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-tracker,1,0,0,1,0,,1.0,0,0,1,0,,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-warehouse,0,0,0,0,0,,,0,0,0,0,,
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,twoshot,1,0,0,1,0,,1.0,0,0,1,0,,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,zeroshot,3,0,0,3,0,,1.0,1,0,2,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-tracker,0,0,0,0,0,,,0,0,0,0,,
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-warehouse,0,0,0,0,0,,,0,0,0,0,,
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,twoshot,0,0,0,0,0,,,0,0,0,0,,
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,zeroshot,6,0,0,6,0,,1.0,1,0,4,1,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-tracker,1,1,0,0,0,1.0,0.0,1,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-warehouse,1,1,0,0,0,1.0,0.0,1,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,twoshot,0,0,0,0,0,,,0,0,0,0,,
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,zeroshot,1,1,0,0,0,1.0,0.0,1,0,0,0,1.0,0.0
